iter	RMSE
350	0.02822898012
351	0.02822710823
352	0.02822531612
353	0.02822043435
354	0.02821466738
355	0.02820544022
356	0.02817580687
357	0.0281739912
358	0.02816508599
359	0.02815822919
360	0.02815651852
361	0.02815380951
362	0.02813946645
363	0.0281219042
364	0.02810475761
365	0.02809846154
366	0.02809027492
367	0.02808853278
368	0.02808597667
369	0.02807008161
370	0.02806136892
371	0.02804350257
372	0.02803933907
373	0.02802773736
374	0.02802045844
375	0.02801790698
376	0.02800313997
377	0.02799826179
378	0.02798584734
379	0.02797820466
380	0.02797211233
381	0.02796774705
382	0.02795747381
383	0.02793302852
384	0.02792432065
385	0.0279007625
386	0.0278990867
387	0.027890252
388	0.02788845279
389	0.02787769125
390	0.02786869394
391	0.02785971273
392	0.02785143456
393	0.02784519397
394	0.02783704848
395	0.02782886193
396	0.02782204641
397	0.02781543153
398	0.02781216215
399	0.02780506782
400	0.02779690443
401	0.02779135343
402	0.02778427127
403	0.02777575752
404	0.02776975503
405	0.02776274926
406	0.02775644894
407	0.02775272231
408	0.02774889769
409	0.02774241355
410	0.02774071079
411	0.02773811539
412	0.02773282766
413	0.02772726598
414	0.02772253218
415	0.02772080889
416	0.02771095581
417	0.0276980394
418	0.0276966214
419	0.02769162924
420	0.02768437341
421	0.02767792345
422	0.02767258278
423	0.02766449608
424	0.02766144591
425	0.0276598989
426	0.02765749165
427	0.02763433169
428	0.02763049644
429	0.02762714315
430	0.0276191577
431	0.0276137216
432	0.0276055288
433	0.02759548453
434	0.02757606567
435	0.0275700087
436	0.02756846761
437	0.02756500704
438	0.02756335903
439	0.02756192193
440	0.02755532942
441	0.02754987826
442	0.02754823611
443	0.02754100449
444	0.02753508395
445	0.02752112375
446	0.02751395737
447	0.02750610382
448	0.02749480517
449	0.02748856532
450	0.02748579348
451	0.02747807695
452	0.02747441251
453	0.02746624607
454	0.02746195457
455	0.02746048642
456	0.02745478755
457	0.02745238891
458	0.02743620511
459	0.02741678748
460	0.02740462239
461	0.02740224744
462	0.02739901856
463	0.02738954255
464	0.02738360601
465	0.02737593116
466	0.02736949536
467	0.02736344018
468	0.02735659931
469	0.02735035479
470	0.02734407888
471	0.02734257105
472	0.02734114954
473	0.02733327707
474	0.02732927736
475	0.02732113012
476	0.02731502766
477	0.02731220865
478	0.02730667038
479	0.02730514299
480	0.02729820543
481	0.0272949584
482	0.02728887932
483	0.02728261524
484	0.02727347049
485	0.02726986881
486	0.02726837168
487	0.02726196385
488	0.02725908427
489	0.02725539128
490	0.02725046727
491	0.02724275888
492	0.02723213108
493	0.02722937589
494	0.02721457031
495	0.02720329966
496	0.027200448
497	0.02719296703
498	0.02717670379
499	0.02717526235
500	0.02716409407
501	0.02716261705
502	0.02715094853
503	0.02714967803
504	0.02714421327
505	0.02714187941
506	0.02713767328
507	0.02712896662
508	0.02712298608
509	0.02711885304
510	0.02711194186
511	0.02710617503
512	0.02710283246
513	0.02709823012
514	0.02709556629
515	0.02708808592
516	0.02708186501
517	0.02707859659
518	0.02707274743
519	0.02706048998
520	0.02705515098
521	0.0270432984
522	0.02703960337
523	0.02703269577
524	0.02703135848
525	0.02701719902
526	0.02701055136
527	0.02700518049
528	0.0269991184
529	0.02698919772
530	0.02697694894
531	0.02697335281
532	0.02697191401
533	0.02696393978
534	0.02695190775
535	0.02694975821
536	0.02694251364
537	0.02693579913
538	0.02692972166
539	0.02692830467
540	0.02692179715
541	0.02691625
542	0.02690963267
543	0.02690762427
544	0.02690086545
545	0.02689690309
546	0.0268924488
547	0.02688794385
548	0.02688050909
549	0.0268697631
550	0.02686394839
551	0.02686086898
552	0.02685947807
553	0.02685677328
554	0.02685122499
555	0.02684911617
556	0.02683080397
557	0.02682516555
558	0.02681989867
559	0.02680663332
560	0.02680296794
561	0.02680094298
562	0.02679602131
563	0.02679464641
564	0.02678903091
565	0.02678150513
566	0.02677500577
567	0.02676831594
568	0.02676532473
569	0.02675714806
570	0.02675153722
571	0.02674826848
572	0.02674694793
573	0.02674353758
574	0.02674229634
575	0.02674080815
576	0.02672844255
577	0.02672569083
578	0.02671924207
579	0.02671524122
580	0.02670990885
581	0.02670433001
582	0.02669882286
583	0.02669225734
584	0.02668677412
585	0.02668397411
586	0.02668270159
587	0.02666676976
588	0.02666536299
589	0.02666409894
590	0.02666286291
591	0.02666154234
592	0.02666024582
593	0.02665901278
594	0.02665364081
595	0.02665240703
596	0.02665121353
597	0.02664357228
598	0.02663697625
599	0.02663243719
600	0.02663002021
601	0.02662532391
602	0.0266201644
603	0.02661398313
604	0.02661072445
605	0.02660436232
606	0.02659709834
607	0.02659216006
608	0.02658933349
609	0.02658729736
610	0.02658288092
611	0.02657524039
612	0.02657402192
613	0.02656831472
614	0.02656587277
615	0.02656010241
616	0.02655484173
617	0.02654975697
618	0.02654474727
619	0.02654009043
620	0.02653283966
621	0.02652588769
622	0.02652147865
623	0.02651622665
624	0.02651150781
625	0.02649228545
626	0.02647784541
627	0.02647588578
628	0.02647255122
629	0.02646939838
630	0.02645729805
631	0.02645545641
632	0.02645082477
633	0.02644897784
634	0.02644276947
635	0.02644026263
636	0.02643326339
637	0.02643094644
638	0.02642488761
639	0.02641322941
640	0.02641106713
641	0.02640902572
642	0.02640282269
643	0.02640162592
644	0.02639467819
645	0.02638459024
646	0.02637713378
647	0.02636928641
648	0.02635565071
649	0.02635115795
650	0.02634597979
651	0.02634063116
652	0.02633033247
653	0.02632673645
654	0.02632285872
655	0.02631844811
656	0.02631296548
657	0.02630758657
658	0.02630568723
659	0.0263024507
660	0.02629882584
661	0.026295573
662	0.02629432312
663	0.0262932307
664	0.02629016255
665	0.02628528459
666	0.02628093178
667	0.02627750569
668	0.02627511813
669	0.02626897895
670	0.02626781761
671	0.02625764417
672	0.0262495807
673	0.02623915817
674	0.02623367324
675	0.02623122105
676	0.02622761367
677	0.02622405693
678	0.02621951927
679	0.02621313076
680	0.02621129631
681	0.02620642513
682	0.02620439679
683	0.02620124722
684	0.02619788816
685	0.02619312088
686	0.02619052166
687	0.02618488767
688	0.02618107274
689	0.02617909127
690	0.02617420017
691	0.02617017994
692	0.02616806326
693	0.02616634892
694	0.02614690926
695	0.02614077754
696	0.02613959017
697	0.02613339627
698	0.02613153994
699	0.02612874834
700	0.02612698119
701	0.02612531969
702	0.02612359925
703	0.02612190896
704	0.02611720614
705	0.02611357067
706	0.02610783185
707	0.02609468222
708	0.02609354771
709	0.02608661443
710	0.02608313123
711	0.02607881772
712	0.02607654581
713	0.02607081185
714	0.0260649079
715	0.02606141552
716	0.02605661691
717	0.02605275882
718	0.02604910877
719	0.02604510047
720	0.02604399232
721	0.02604172867
722	0.0260351629
723	0.02602852099
724	0.02601791102
725	0.02601676392
726	0.02601374137
727	0.02600662106
728	0.02600390336
729	0.02599831197
730	0.02599254215
731	0.02598455874
732	0.0259818924
733	0.0259721286
734	0.02596729561
735	0.02596629024
736	0.02596041248
737	0.025954113
738	0.02594062277
739	0.02593152727
740	0.02592462948
741	0.02591931857
742	0.02591723691
743	0.02591253779
744	0.02590629858
745	0.0259012356
746	0.02589643053
747	0.025886381
748	0.02588089243
749	0.02587810032
750	0.02587564511
751	0.02587462105
752	0.02587288479
753	0.02586688333
754	0.02586191303
755	0.02585906491
756	0.02585747594
757	0.02585464576
758	0.02583427695
759	0.02583038776
760	0.02582845222
761	0.02582257242
762	0.0258209055
763	0.02581979383
764	0.02580798742
765	0.02580399099
766	0.02580092468
767	0.02579541946
768	0.02579315252
769	0.02579213425
770	0.02578178771
771	0.02577554938
772	0.02577084416
773	0.02576839135
774	0.02576311215
775	0.02575789166
776	0.02575203821
777	0.02575048252
778	0.02574944184
779	0.02574516178
780	0.02574282615
781	0.02573749001
782	0.0257364034
783	0.02573185374
784	0.0257220563
785	0.02571804905
786	0.02571253537
787	0.02571099383
788	0.02570631054
789	0.02570348146
790	0.02568803648
791	0.02568705144
792	0.02568183704
793	0.0256739369
794	0.0256716874
795	0.02566710234
796	0.02566255841
797	0.02565956851
798	0.0256574792
799	0.02565640648
800	0.02564965972
801	0.02564576321
802	0.02564474337
803	0.02564328427
804	0.02564228824
805	0.02563498701
806	0.02562625009
807	0.02562299215
808	0.02561862842
809	0.02561615877
810	0.02560617042
811	0.02560356936
812	0.02559633484
813	0.02559478806
814	0.02558687657
815	0.02558499132
816	0.02557511739
817	0.02557134234
818	0.02556881554
819	0.02556451892
820	0.02556113722
821	0.02555742499
822	0.02555530868
823	0.02554992087
824	0.02554509851
825	0.02553927267
826	0.0255326465
827	0.02553050391
828	0.02552591515
829	0.02552486562
830	0.02551910118
831	0.02551758309
832	0.02551623841
833	0.02551154919
834	0.02550417103
835	0.02550008029
836	0.0254950571
837	0.02549105953
838	0.02549011035
839	0.02548907545
840	0.02548377687
841	0.02548115385
842	0.02547964822
843	0.02547875702
844	0.02547473578
845	0.02547232459
846	0.02546593178
847	0.02546003469
848	0.02545619905
849	0.02545179221
850	0.02545076958
851	0.02544790631
852	0.02544419308
853	0.0254432333
854	0.02544107353
855	0.02543810556
856	0.02543298258
857	0.02542959725
858	0.02542738194
859	0.02542578354
860	0.0254230742
861	0.02541754789
862	0.0254146774
863	0.02541187983
864	0.02540994181
865	0.0254090627
866	0.02540726731
867	0.02540473372
868	0.02540326354
869	0.02540088666
870	0.02539992742
871	0.02539498295
872	0.02539356923
873	0.02538197843
874	0.02537684002
875	0.02536816061
876	0.02536327345
877	0.02535874696
878	0.02535473926
879	0.02534996109
880	0.02534591936
881	0.0253411803
882	0.02533752722
883	0.02533534925
884	0.02533444835
885	0.02532864981
886	0.025321752
887	0.02532081944
888	0.02531492919
889	0.02530999591
890	0.02530854966
891	0.02530453674
892	0.02529977322
893	0.02529777159
894	0.02529288736
895	0.0252889256
896	0.02528459608
897	0.02528368724
898	0.02528146633
899	0.02527921296
900	0.02527373912
901	0.02526863645
902	0.02526481409
903	0.02525938212
904	0.02525380063
905	0.02524890356
906	0.02524527143
907	0.02524340091
908	0.02524011134
909	0.025235786
910	0.02523486467
911	0.02523275692
912	0.02522827039
913	0.02522729183
914	0.02522380265
915	0.02522287976
916	0.02521391768
917	0.02520914
918	0.02520452167
919	0.02520301107
920	0.02519917485
921	0.0251953685
922	0.02519066914
923	0.02518788743
924	0.02518622999
925	0.02518135127
926	0.02517770799
927	0.02517333237
928	0.0251708307
929	0.02516542788
930	0.02516284003
931	0.02515877691
932	0.02515387426
933	0.02515299465
934	0.02514832611
935	0.02514686907
936	0.02514281275
937	0.0251397019
938	0.02513826137
939	0.02513630103
940	0.02513132303
941	0.02512720809
942	0.02512104534
943	0.0251168209
944	0.02511224719
945	0.02510995155
946	0.02510553089
947	0.02510417422
948	0.02510252587
949	0.02510042554
950	0.0250986731
951	0.02509387896
952	0.02509174145
953	0.02509088047
954	0.02508542753
955	0.02508175689
956	0.02507744205
957	0.0250734707
958	0.02506881798
959	0.02506281722
960	0.02505502935
961	0.02504595231
962	0.0250434285
963	0.02503836078
964	0.02503355936
965	0.02503115705
966	0.02502798664
967	0.02502710586
968	0.02502118604
969	0.02501523541
970	0.02501112462
971	0.02501026258
972	0.02500575384
973	0.02500182998
974	0.02498710342
975	0.02498357244
976	0.02498220367
977	0.02498126762
978	0.02497730715
979	0.02497504452
980	0.02497415624
981	0.02497182205
982	0.02496977818
983	0.02496515904
984	0.02496367127
985	0.02495913947
986	0.02495826321
987	0.02495317715
988	0.02495175375
989	0.02495043341
990	0.02494911205
991	0.0249423711
992	0.02494113217
993	0.02493601485
994	0.02492769405
995	0.02492682109
996	0.02492459433
997	0.02491981778
998	0.0249171053
999	0.02490793505
